text_akhir,label
want watch interview half hour kim,1
one countries life social security world western pers instead like nk,1
honest joke story make sense long girls trained,1
thank want pleasant day happy view iance,1
shows things remain silent government changes thing erupts,0
korea split,0
north korea free propaganda,1
kim jong un watch video,0
brooches speak like monkey,1
putin bear,0
good kim jong un respect strong man talking american truth respect decay kill want give believe see everything later,1
oh embarrassed please god,1
tup,0
marriage arranged,0
toilet joke french intelligence services got brashnev dirt poland complicated operations said results cia good condition,1
discs,0
k vladimur,0
america never attacked n korea human rights violated decades oil blame,-1
north korea even top biggest troops calling th biggest fake news,-1
interesting,1
sad horse,-1
kim thangachi gum nu irukaaa,0
kim jong un big scammer scale,0
kim jong un better lgtv community,1
best documentary,1
pigs ride horse,0
like north korean president kim jong run country,1
complicated explained sure least one medical personnel also involved,1
minutes everything needed,0
us government system freedom freedom democracy kindness glory human rights politeness hypocrisy us pride let come true andrew x metaphysical philosopher,1
god said respect sent strong leader respect,1
pokulentandend,0
think documentary film extraordinary last sentence become modern country must lead country isolation isolation thing separates north korea modern country forget violations human rights forced labor hunger brainwashing economy exist production rural foods retreat without hope wild etc,-1
believe woman right kill kim jong nam,-1
one countries smallest gap rich poor,1
deleted sabotage nothing hahahahah,-1
lamo intro kill,-1
josef pwag kim jong un paspor fake brasil,-1
strange feeling story joke maybe know much funny using random oil people girls,1
sure propaganda,1
sister seems evil,-1
always talk leaders families leaders like something humans oh yes really defecates k gold nuggets sneezes filled lavender scent filling room like rampai flower,1
dompol,0
biggest military weak like fur,-1
one,0
okay expert two girls put nerve agent lotion mentioned hands transfer faces kim jong un relatives airport kill live died skin die,-1
sister looks evil smile,-1
legends said kim jong un played cards supreme leader admiral general aladeen,1
let see many still watching,0
kim illusion really remember,0
good people general,1
write notes,0
good video,1
like us government likes ask,1
immediately dictator,0
much fuel use original question want get first patrol nervous consumption,1
despite dictator seems outside grip illumina,0
kim gansta messed chan,-1
e f,0
loyalty,1
doubt paranoid section tofu snowden lol reality,-1
designation followed country,0
kim person weight gain seen nk funny,1
sir guidance change,0
crime,-1
amsterdam tulips four riders brecht team lips,0
wife similar kate middleton course word miss clear comparison eye roll,1
examine kim jong un mind,0
even though american kim jong un hero lie grateful blessed live see kim jong un great leader supports trump badass brave smart betray country,1
west place judge person sort homeless judging someone,0
sulemakla bucket,0
god likes leaders,1
girls put oil hands affected nerve agents,-1
kmie jong true,1
poor horse blubber sitting,-1
people walk snowstorms knelt cold leader drives fun kind game,1
lot speculation think,0
reason saw child counted much grew kim jong un reason maintain system sex minors time wants thing korea impossible pay return unification,-1
wondered would end king dynasty america allies never war alone,1
least dictated people whole world like people trying kkkk,1
speculative propaganda waste,-1
north korean people crazy crazy use common sense,-1
see struggle horse weight,-1
horse poor thing want say,-1
beautiful,1
end kim sanpang finished,0
first clip see poor horse struggling bring kim jong un,-1
report fantasy propaganda,-1
classic bond criminals,-1
horse carry burden back animal cruelty,-1
kim weak minded human,-1
learn general packages made korea poor like north korea,-1
thank real journalism,1
nyya coyya charia,0
manina coudou,0
ci couriya chamliya kima joujinou,0
