text_stopword,text_akhir,label
"['believe', 'anything', 'coming', 'westerners', 'mouth', 'access', 'control', 'dictator', 'least', 'country', 'experiencing', 'others', 'without', 'dictator', 'experiencing']",believe anything coming westerners mouth access control dictator least country experiencing others without dictator experiencing,-1
"['knows', 'wat', 'kids', 'gone', 'stop']",knows wat kids gone stop,0
"['watching', 'people', 'animated', 'like', 'robots', 'terrifying']",watching people animated like robots terrifying,-1
"['west', 'hate', 'nk', 'bcoz', 'enter', 'nk', 'destabilized', 'nk', 'gate', 'bcoz', 'plant', 'spys']",west hate nk bcoz enter nk destabilized nk gate bcoz plant spys,-1
"['completely', 'leaving', 'kim', 'jong', 'un', 'meeting', 'donald', 'trump', 'north', 'korea']",completely leaving kim jong un meeting donald trump north korea,0
"['national', 'geographic', 'internet']",national geographic internet,0
"['get', 'brazilian', 'passport']",get brazilian passport,0
"['bet', 'secret', 'service', 'nk', 'watched', 'documentary', 'read', 'comments']",bet secret service nk watched documentary read comments,-1
"['years', 'later', 'answer', 'nd', 'one']",years later answer nd one,0
"['guy', 'piece', 'one', 'nothing', 'world', 'power', 'empowerment', 'crow', 'much', 'kwak', 'nothing', 'show', 'poorest', 'poor', 'pretending', 'powerful', 'matter', 'fact', 'piece', 'nothing']",guy piece one nothing world power empowerment crow much kwak nothing show poorest poor pretending powerful matter fact piece nothing,0
['eloy'],eloy,0
"['never', 'understand', 'would', 'want', 'cause', 'pain', 'suffering', 'human', 'beings']",never understand would want cause pain suffering human beings,0
"['send', 'west', 'study', 'fix', 'house', 'first', 'dude']",send west study fix house first dude,1
"['women', 'absolutely', 'knew']",women absolutely knew,1
"['one', 'day', 'roblox', 'youtuber', 'makes', 'money', 'entire', 'country', 'north', 'korea']",one day roblox youtuber makes money entire country north korea,0
"['feel', 'like', 'crazy', 'place', 'like', 'north', 'korea', 'exist', 'modern', 'world']",feel like crazy place like north korea exist modern world,-1
"['okay', 'real', 'proof', 'guy', 'operative', 'yeah', 'guess', 'looks', 'suspicious', 'given', 'circumstances', 'proof']",okay real proof guy operative yeah guess looks suspicious given circumstances proof,1
"['obesity', 'real', 'threat', 'dictator']",obesity real threat dictator,1
"['doc', 'years', 'old', 'gotten', 'progressively', 'worse']",doc years old gotten progressively worse,-1
"['idea', 'kim', 'jong', 'un', 'wants', 'modernize', 'country', 'betterment', 'north', 'korean', 'people', 'seems', 'extremely', 'hard', 'believe', 'sure', 'video', 'sponsered', 'nk', 'government']",idea kim jong un wants modernize country betterment north korean people seems extremely hard believe sure video sponsered nk government,1
"['great', 'video', 'great', 'story', 'thanks', 'guys']",great video great story thanks guys,1
"['legitimate', 'country', 'rogue', 'state', 'us', 'strong', 'used', 'paint', 'world', 'see', 'better', 'careful', 'drag', 'something', 'want', 'part']",legitimate country rogue state us strong used paint world see better careful drag something want part,1
"['kim', 'wife', 'smile', 'look', 'kind', 'happy', 'nice', 'interesting', 'see', 'sides']",kim wife smile look kind happy nice interesting see sides,1
"['maybe', 'daughter', 'takes', 'people', 'better', 'chance', 'better', 'family']",maybe daughter takes people better chance better family,1
"['theres', 'democracy', 'north', 'corea']",theres democracy north corea,0
"['ruler', 'north', 'korea', 'dna', 'line', 'dna', 'extracted', 'north', 'korea', 'respond', 'ryry']",ruler north korea dna line dna extracted north korea respond ryry,0
"['th', 'largest', 'military', 'north', 'korea', 'rated', 'th', 'terms', 'power', 'index', 'would', 'last', 'months', 'major', 'conflict']",th largest military north korea rated th terms power index would last months major conflict,0
"['really', 'hope', 'someday', 'people', 'dprk', 'say', 'enough', 'enough', 'isolated', 'rest', 'world', 'even', 'kim', 'care', 'starvation', 'need', 'wake', 'stop', 'worshiping', 'kim']",really hope someday people dprk say enough enough isolated rest world even kim care starvation need wake stop worshiping kim,0
"['uncle', 'koch', 'cricket', 'khursid', 'rabbani', 'wasil', 'jujge', 'court', 'th', 'yahiya', 'handle', 'bihar', 'cm', 'design']",uncle koch cricket khursid rabbani wasil jujge court th yahiya handle bihar cm design,0
"['uncle', 'sons', 'aazam', 'wakar', 'najim', 'farhan', 'aasif', 'english', 'play', 'buttler', 'ben', 'stroke', 'ones', 'jiju', 'saddam', 'cricket', 'last', 'bye', 'forget']",uncle sons aazam wakar najim farhan aasif english play buttler ben stroke ones jiju saddam cricket last bye forget,0
"['captain', 'cricket', 'karim', 'hayat', 'firoz', 'batsman', 'bowling', 'nda', 'ones', 'playing', 'cricket', 'sons']",captain cricket karim hayat firoz batsman bowling nda ones playing cricket sons,0
"['like', 'brother', 'nda', 'hate', 'small', 'number', 'yahiya', 'design', 'bihar', 'cm', 'imtiaz', 'jalil', 'mind', 'encounter']",like brother nda hate small number yahiya design bihar cm imtiaz jalil mind encounter,-1
['unattractive'],unattractive,0
"['doesnt', 'know', 'minions', 'clap', 'terrified']",doesnt know minions clap terrified,0
"['years', 'prison', 'one', 'whole', 'lifetime']",years prison one whole lifetime,1
"['king', 'jong', 'un', 'friend']",king jong un friend,0
"['going', 'come', 'become', 'cleaner', 'softer', 'dictator', 'bruh', 'thing']",going come become cleaner softer dictator bruh thing,0
"['remarkable', 'baffling', 'people', 'controlled', 'freed', 'mess']",remarkable baffling people controlled freed mess,1
"['kim', 'jung', 'un', 'riding', 'horse', 'beginning', 'cracks', 'reason']",kim jung un riding horse beginning cracks reason,0
"['girls', 'knew', 'anything', 'get', 'poverty']",girls knew anything get poverty,0
"['let', 'forget', 'david', 'skylark', 'went', 'north', 'korea', 'got', 'sit', 'interview', 'kim', 'jong', 'un', 'face', 'face']",let forget david skylark went north korea got sit interview kim jong un face face,0
"['got', 'bery', 'hard', 'day', 'job']",got bery hard day job,-1
"['would', 'suggest', 'make', 'king', 'north', 'korea', 'emperor', 'let', 'parliament', 'run', 'country', 'people', 'win', 'win', 'prosperity', 'opening', 'pass', 'legacy', 'ruler']",would suggest make king north korea emperor let parliament run country people win win prosperity opening pass legacy ruler,1
"['wow', 'poor', 'people']",wow poor people,-1
"['calling', 'bs', 'gals', 'new', 'exactly']",calling bs gals new exactly,1
"['sister', 'sinister', 'smile']",sister sinister smile,0
"['get', 'tiny', 'dude']",get tiny dude,0
"['clapping', 'olympic', 'sport', 'nk', 'would', 'spare', 'medal']",clapping olympic sport nk would spare medal,0
"['scary', 'part', 'people', 'never', 'change']",scary part people never change,-1
"['also', 'see', 'america', 'scared']",also see america scared,0
"['curious', 'old', 'kim', 'classmates', 'meet', 'would', 'kim', 'react', 'could', 'happen']",curious old kim classmates meet would kim react could happen,0
"['secs', 'clap', 'die']",secs clap die,0
"['trump', 'ready', 'big', 'red', 'button']",trump ready big red button,0
"['warlord', 'dictatorship', 'linked', 'russia', 'ukraine', 'trump', 'love', 'letters', 'putin', 'trump', 'palm', 'hand', 'like', 'puppet', 'string', 'god', 'please', 'help', 'us', 'peace', 'healing', 'according', 'world', 'people']",warlord dictatorship linked russia ukraine trump love letters putin trump palm hand like puppet string god please help us peace healing according world people,1
"['welcome', 'northstupidyland']",welcome northstupidyland,1
"['making', 'sound', 'like', 'hes', 'victim']",making sound like hes victim,1
"['america', 'definition', 'democracy', 'tf', 'outta']",america definition democracy tf outta,0
"['baby', 'oil', 'crazy', 'diddy']",baby oil crazy diddy,-1
"['dilemma', 'many', 'burgers', 'going', 'eat', 'day']",dilemma many burgers going eat day,1
"['update', 'picked', 'rogue', 'state']",update picked rogue state,0
"['imagine', 'killed', 'switzerland', 'north', 'koreans', 'might', 'living', 'different', 'lives', 'today', 'hard', 'believe', 'anyone', 'coming', 'north', 'korea', 'would', 'genuinely', 'say', 'proud', 'country', 'given', 'conditions', 'someone', 'express', 'sentiment', 'likely', 'closely', 'connected', 'regime']",imagine killed switzerland north koreans might living different lives today hard believe anyone coming north korea would genuinely say proud country given conditions someone express sentiment likely closely connected regime,1
"['masterminds', 'elders', 'backing', 'laws', 'power']",masterminds elders backing laws power,0
"['new', 'sitcom', 'starring', 'un', 'mr', 'ed']",new sitcom starring un mr ed,1
"['western', 'propoganda']",western propoganda,0
"['k', 'j', 'worst', 'dictator', 'world', 'seen', 'since', 'adolf', 'hitler', 'monster', 'oppresses', 'citizens']",k j worst dictator world seen since adolf hitler monster oppresses citizens,-1
"['wow', 'story', 'love', 'faith', 'perserverance']",wow story love faith perserverance,1
"['mess', 'mini', 'kim']",mess mini kim,-1
"['fact', 'killed', 'brother']",fact killed brother,-1
"['guess', 'know', 'k', 'drama', 'directors', 'get', 'inspiration']",guess know k drama directors get inspiration,0
"['naval', 'richard', 'need', 'rules', 'soviet']",naval richard need rules soviet,0
"['national', 'geophraphic', 'propaganda']",national geophraphic propaganda,0
"['believe', 'un', 'puppet', 'sister', 'generals']",believe un puppet sister generals,0
"['top', 'five', 'largest', 'armies', 'top', 'four', 'military', 'far', 'personel', 'equipment']",top five largest armies top four military far personel equipment,1
"['put', 'nerve', 'numbing', 'agent', 'banned', 'allowed', 'border']",put nerve numbing agent banned allowed border,0
"['kim', 'go', 'fight', 'army', 'country', 'let', 'see', 'experience']",kim go fight army country let see experience,0
"['cultural', 'dance', 'show', 'good', 'lord', 'get', 'come', 'shen', 'yen', 'fully', 'pledged', 'falon', 'gong', 'propagandist', 'holy', 'smoke', 'came', 'happily', 'entertained', 'harm', 'done']",cultural dance show good lord get come shen yen fully pledged falon gong propagandist holy smoke came happily entertained harm done,1
"['kim', 'jong', 'un', 'sister', 'whatever', 'name', 'got', 'dead', 'soulless', 'eyes']",kim jong un sister whatever name got dead soulless eyes,-1
"['strikes', 'eric', 'cartman']",strikes eric cartman,0
"['able', 'put', 'deadly', 'nerve', 'agent', 'women', 'hands', 'effect', 'put', 'guys', 'face', 'killed', 'possible']",able put deadly nerve agent women hands effect put guys face killed possible,0
"['noticed', 'point', 'stuff', 'like', 'comments', 'disappear']",noticed point stuff like comments disappear,0
"['dictators', 'care', 'security', 'regime', 'inevitably', 'collapse', 'point']",dictators care security regime inevitably collapse point,0
"['mean', 'say', 'paranoid', 'show', 'satellite', 'imaging', 'capable', 'spying', 'paranoid', 'implies', 'delusion', 'irrationality', 'seem', 'apply']",mean say paranoid show satellite imaging capable spying paranoid implies delusion irrationality seem apply,0
"['girls', 'lying']",girls lying,0
"['people', 'like', 'puppet']",people like puppet,0
"['believe', 'korean', 'war', 'south', 'korea', 'committed', 'atrocities', 'north']",believe korean war south korea committed atrocities north,0
"['going', 'understand', 'soon']",going understand soon,0
"['kim', 'yo', 'better', 'worry', 'getting', 'xmas', 'present', 'laughing', 'loud']",kim yo better worry getting xmas present laughing loud,1
"['correction', 'inside', 'mind', 'asian', 'trump']",correction inside mind asian trump,0
"['dictators', 'die', 'young', 'th', 'largest', 'army', 'ranked']",dictators die young th largest army ranked,0
"['th', 'largest', 'army', 'ranked']",th largest army ranked,0
"['bodyguard', 'gave', 'chills']",bodyguard gave chills,0
"['calling', 'bs', 'female', 'assassin', 'knowing', 'poison', 'interesting', 'die', 'wipe', 'face', 'touch', 'part', 'body', 'matter', 'one', 'would', 'extremely', 'careful', 'baby', 'oil', 'wouldnt', 'immediately', 'run', 'bathroom', 'disglove', 'wash', 'touch', 'body', 'saying', 'scared', 'forced', 'suspect', 'great', 'alibi', 'hatched', 'offered', 'lot', 'money']",calling bs female assassin knowing poison interesting die wipe face touch part body matter one would extremely careful baby oil wouldnt immediately run bathroom disglove wash touch body saying scared forced suspect great alibi hatched offered lot money,1
"['sister', 'walks', 'like', 'god', 'ohh', 'mercy', 'lord']",sister walks like god ohh mercy lord,0
"['criminal', 'regime', 'stopped', 'japanese', 'ethnic', 'cleansing', 'koreans', 'later', 'stopped', 'us', 'japanese', 'attempt', 'genociding', 'north', 'koreans', 'sure', 'bud']",criminal regime stopped japanese ethnic cleansing koreans later stopped us japanese attempt genociding north koreans sure bud,0
"['sister', 'scares', 'president', 'kamala', 'take', 'care', 'sister']",sister scares president kamala take care sister,0
"['least', 'racist']",least racist,-1
"['snitches', 'get', 'stitches', 'matter', 'world']",snitches get stitches matter world,0
"['choice', 'continue', 'path', 'allready', 'politicians', 'cheering', 'happy', 'loose', 'position', 'dictatorship', 'much', 'part']",choice continue path allready politicians cheering happy loose position dictatorship much part,1
"['horse', 'kinda', 'strong', 'going', 'lie']",horse kinda strong going lie,1
